url,id_inmueble,texto,precio_texto,area_m2,habitaciones,banos,parqueaderos,sector,ciudad,tipo_inmueble,operacion,fecha_extraccion
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/72-M5829540,72-M5829540,"Chico Norte | Bogotá D.C. $4.800.000 Apartaestudio en Arriendo, Chico Norte, Bogotá D.C.",$4.800.000,53.19,1,2,1,Chico Norte,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-villa-carlota-1-habitaciones-2-banos-1-garajes/23054-M6939460,23054-M6939460,"Ciudad Del Rio | Suroriente | Medellín $3.800.000 Apartaestudio en Arriendo, Ciudad Del Rio, Medellín",$3.800.000,56,1,2,1,Ciudad Del Rio,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-maria-cristina-1-habitaciones-1-banos/5545-M6856377,5545-M6856377,"CHAPINERO ALTO | Chapinero | Bogotá D.C. $2.940.000 Apartaestudio en Arriendo, CHAPINERO ALTO, Bogotá D.C.",$2.940.000,40,1,1,,CHAPINERO ALTO,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-los-balsos-1-habitaciones-2-banos-1-garajes/16487-M6398774,16487-M6398774,"Los Balsos | Medellín $4.300.000 Apartaestudio en Arriendo, Los Balsos, Medellín",$4.300.000,61,1,2,1,Los Balsos,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-norte-1-habitaciones-1-banos/72-M6664683,72-M6664683,"Chico Norte | Bogotá D.C. $2.850.000 Apartaestudio en Arriendo, Chico Norte, Bogotá D.C.",$2.850.000,18,1,1,,Chico Norte,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-colina-campestre-1-habitaciones-1-banos-1-garajes/22341-M6959849,22341-M6959849,"Colina Campestre | Bogotá D.C. $2.650.000 Apartaestudio en Arriendo, Colina Campestre, Bogotá D.C.",$2.650.000,35,1,1,1,Colina Campestre,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-puerto-colombia-sabanilla-puerto-colombia-1-habitaciones-2-banos-1-garajes/22143-M6926176,22143-M6926176,"Sabanilla Puerto Colombia | Puerto Colombia $2.800.000 Apartaestudio en Arriendo, Sabanilla Puerto Colombia, Puerto Colombia",$2.800.000,58,1,2,1,Sabanilla Puerto Colombia,Puerto Colombia,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-cabrera-3-habitaciones-4-banos-2-garajes/17285-M7017151,17285-M7017151,"Cabrera | Bogotá D.C. $8.600.000 Apartaestudio en Arriendo, Cabrera, Bogotá D.C.",$8.600.000,165,3,4,2,Cabrera,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-armenia-fundadores-1-habitaciones-1-banos-1-garajes/20019-M6374688,20019-M6374688,"Fundadores | Armenia $2.200.000 Apartaestudio en Arriendo, Fundadores, Armenia",$2.200.000,47,1,1,1,Fundadores,Armenia,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-cali-cristales-1-habitaciones-1-banos-2-garajes/2361-M6945689,2361-M6945689,"Cristales | Cali $3.700.000 Apartaestudio en Arriendo, Cristales, Cali",$3.700.000,65,1,1,2,Cristales,Cali,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/16487-M6136346,16487-M6136346,"San Lucas | Medellín $6.600.000 Apartaestudio en Arriendo, San Lucas, Medellín",$6.600.000,65,1,2,1,San Lucas,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
